2014,1,16,4123
2014,1,17,27385
2014,1,18,5828
2014,1,1,2517259
2014,1,5,9343566
2014,1,7,611403
2014,1,8,1514577
2014,1,2,6416025
2014,1,9,466498
2014,1,10,2136584
2014,1,6,7978808
2014,1,15,851455
2014,2,16,5921
2014,2,17,41851
2014,2,18,8467
2014,2,1,2586248
2014,2,5,9313258
2014,2,7,698107
2014,2,8,1513202
2014,2,2,6372675
2014,2,9,422427
2014,2,10,2037672
2014,2,6,8093545
2014,2,15,1007694
2014,3,16,6752.68849
2014,3,17,47327.95915
2014,3,18,8908.556368
2014,3,1,2533102.36
2014,3,5,9278867.546
2014,3,7,714999.2775
2014,3,8,1499105.711
2014,3,2,6186478.178
2014,3,9,443003.4291
2014,3,10,2248092.562
2014,3,6,8358617.752
2014,3,15,982278.8833
2014,4,16,7479
2014,4,17,57554
2014,4,18,10343
2014,4,1,2535590
2014,4,5,9503522
2014,4,7,711493
2014,4,8,1481443
2014,4,2,6245573
2014,4,9,450893
2014,4,10,2094758
2014,4,6,8297620
2014,4,15,919462
2014,5,16,9683
2014,5,17,73383
2014,5,18,12454
2014,5,1,2586262
2014,5,5,10033184
2014,5,7,754175
2014,5,8,1612285
2014,5,2,6610519
2014,5,9,456152
2014,5,10,2156364
2014,5,6,8497426
2014,5,15,956265
2014,6,16,12016
2014,6,17,90702
2014,6,18,14666
2014,6,1,2895262
2014,6,5,10792835
2014,6,7,751987
2014,6,8,1802931
2014,6,2,7166166
2014,6,9,458203
2014,6,10,2323196
2014,6,6,8828633
2014,6,15,928905
2014,7,16,13306
2014,7,17,120851
2014,7,18,14830
2014,7,1,3204056
2014,7,5,11283103
2014,7,7,607365
2014,7,8,1878076
2014,7,2,7337935
2014,7,9,480239
2014,7,10,2264882
2014,7,6,8920138
2014,7,15,794903
2014,8,16,14879
2014,8,17,136396
2014,8,18,13801
2014,8,1,3091393
2014,8,5,10946083
2014,8,7,570827
2014,8,8,1964817
2014,8,2,7612617
2014,8,9,478687
2014,8,10,2494392
2014,8,6,9008780
2014,8,15,764903
2014,9,16,18842
2014,9,17,160174
2014,9,18,13570
2014,9,1,3152065
2014,9,5,10973283
2014,9,7,563468
2014,9,8,1954312
2014,9,2,7770480
2014,9,9,484241
2014,9,10,2319473
2014,9,6,9144433
2014,9,15,737409
2014,10,16,20939
2014,10,17,173130
2014,10,18,12634
2014,10,1,3341340
2014,10,5,10928974
2014,10,7,624417
2014,10,8,1992967
2014,10,2,7813014
2014,10,9,482151
2014,10,10,2762572
2014,10,6,10110581
2014,10,15,866105
2014,11,16,22841
2014,11,17,201030
2014,11,18,12334
2014,11,1,3579594
2014,11,5,11608408
2014,11,7,655570
2014,11,8,2104448
2014,11,2,7806300
2014,11,9,509378
2014,11,10,2938516
2014,11,6,10417386
2014,11,15,899091
2014,12,16,24657
2014,12,17,226135
2014,12,18,15827
2014,12,1,3705028
2014,12,5,12151725
2014,12,7,752638
2014,12,8,2348778
2014,12,2,8288223
2014,12,9,539522
2014,12,10,3131653
2014,12,6,10812416
2014,12,15,943579
2015,1,16,27695
2015,1,17,254938
2015,1,18,16138
2015,1,1,3564241
2015,1,5,11987840
2015,1,7,789987
2015,1,8,2377162
2015,1,2,8510587
2015,1,9,526442
2015,1,10,3091494
2015,1,6,10861894
2015,1,15,919643
2015,2,16,31987
2015,2,17,274674
2015,2,18,15972
2015,2,1,3543852
2015,2,5,12369464
2015,2,7,906356
2015,2,8,2348417
2015,2,2,8634701
2015,2,9,519486
2015,2,10,2861059
2015,2,6,10607056
2015,2,15,979600
2015,3,16,34729
2015,3,17,307651
2015,3,18,18542
2015,3,1,3615351
2015,3,5,12573067
2015,3,7,844102
2015,3,8,2329970
2015,3,2,8620425
2015,3,9,514353
2015,3,10,2756261
2015,3,6,10841467
2015,3,15,1009575
2015,4,16,36085
2015,4,17,343678
2015,4,18,21748
2015,4,1,3679605
2015,4,5,12598469
2015,4,7,837339
2015,4,8,2269731
2015,4,2,8585111
2015,4,9,511902
2015,4,10,2891722
2015,4,6,11414072
2015,4,15,996895
2015,5,16,36733
2015,5,17,373615
2015,5,18,22530
2015,5,1,3670537
2015,5,5,12724391
2015,5,7,869348
2015,5,8,2245922
2015,5,2,8627398
2015,5,9,545780
2015,5,10,2947271
2015,5,6,11655724
2015,5,15,965101
2015,6,16,38316
2015,6,17,420099
2015,6,18,22403
2015,6,1,3822507
2015,6,5,13125511
2015,6,7,841496
2015,6,8,2237369
2015,6,2,8657218
2015,6,9,554644
2015,6,10,3046299
2015,6,6,12041946
2015,6,15,847474
2015,7,16,39931
2015,7,17,437757
2015,7,18,23883
2015,7,1,3727863
2015,7,5,12889685
2015,7,7,801699
2015,7,8,2137877
2015,7,2,8323223
2015,7,9,523437
2015,7,10,2908813
2015,7,6,11599099
2015,7,15,799990
2015,8,16,41386
2015,8,17,449602
2015,8,18,24679
2015,8,1,3491225
2015,8,5,12702625
2015,8,7,759507
2015,8,8,2116534
2015,8,2,8282349
2015,8,9,502219
2015,8,10,2924597
2015,8,6,11835826
2015,8,15,728641
2015,9,16,44421
2015,9,17,491209
2015,9,18,27716
2015,9,1,3772443
2015,9,5,13128350
2015,9,7,691279
2015,9,8,2215534
2015,9,2,8680914
2015,9,9,498999
2015,9,10,3031699
2015,9,6,12115203
2015,9,15,744060
2015,10,16,54382
2015,10,17,559073
2015,10,18,35874
2015,10,1,3900445
2015,10,5,13242314
2015,10,7,692971
2015,10,8,2208976
2015,10,2,8731650
2015,10,9,487942
2015,10,10,3002871
2015,10,6,12159833
2015,10,15,760621
2015,11,16,56524
2015,11,17,584659
2015,11,18,32427
2015,11,1,3904647
2015,11,5,12995207
2015,11,7,669486
2015,11,8,2189220
2015,11,2,8706980
2015,11,9,482536
2015,11,10,3002894
2015,11,6,12091022
2015,11,15,778745
2015,12,16,67274
2015,12,17,669269
2015,12,18,33367
2015,12,1,3644627
2015,12,5,12922091
2015,12,7,644343
2015,12,8,2156515
2015,12,2,8718188
2015,12,9,473016
2015,12,10,2953765
2015,12,6,12502856
2015,12,15,707216
2016,1,16,71663
2016,1,17,673038
2016,1,18,35574
2016,1,1,3814756
2016,1,5,13874507
2016,1,7,734772
2016,1,8,2211339
2016,1,2,8819759
2016,1,9,473225
2016,1,10,3271978
2016,1,6,12500656
2016,1,15,510143
2016,2,16,73890
2016,2,17,727546
2016,2,18,39304
2016,2,1,4009546
2016,2,5,14281321
2016,2,7,744344
2016,2,8,2276922
2016,2,2,9012916
2016,2,9,469520
2016,2,10,3068351
2016,2,6,11739549
2016,2,15,506846
2016,3,16,93991
2016,3,17,768243
2016,3,18,37509
2016,3,1,4019473
2016,3,5,14681036
2016,3,7,717510
2016,3,8,2395784
2016,3,2,9556957
2016,3,9,463364
2016,3,10,3062668
2016,3,6,11883058
2016,3,15,513106
2016,4,16,99830
2016,4,17,781825
2016,4,18,36352
2016,4,1,4287753
2016,4,5,14756333
2016,4,7,716459
2016,4,8,2334917
2016,4,2,9560413
2016,4,9,455215
2016,4,10,2876493
2016,4,6,11990292
2016,4,15,521020
2016,5,16,112218
2016,5,17,909161
2016,5,18,42427
2016,5,1,4436333
2016,5,5,15134896
2016,5,7,717913
2016,5,8,2376174
2016,5,2,9886371
2016,5,9,470371
2016,5,10,3080479
2016,5,6,12897563
2016,5,15,569102
2016,6,16,115612
2016,6,17,930350
2016,6,18,45829
2016,6,1,4593983
2016,6,5,15582053
2016,6,7,735823
2016,6,8,2402048
2016,6,2,10379270
2016,6,9,480136
2016,6,10,3274243
2016,6,6,13211541
2016,6,15,541737
2016,7,16,130189
2016,7,17,997197
2016,7,18,49151
2016,7,1,4544452
2016,7,5,15246922
2016,7,7,705160
2016,7,8,2507046
2016,7,2,10629762
2016,7,9,493716
2016,7,10,3160220
2016,7,6,13161937
2016,7,15,494629
2016,8,16,132736
2016,8,17,963838
2016,8,18,42658
2016,8,1,4788160
2016,8,5,15495398
2016,8,7,826612
2016,8,8,2449507
2016,8,2,10211246
2016,8,9,448595
2016,8,10,3157506
2016,8,6,13051687
2016,8,15,507631
2016,9,16,146229
2016,9,17,1011286
2016,9,18,46761
2016,9,1,4801345
2016,9,5,15991084
2016,9,7,719146
2016,9,8,2581872
2016,9,2,10861142
2016,9,9,467426
2016,9,10,3418210
2016,9,6,13653632
2016,9,15,578988
2016,10,16,166737
2016,10,17,1103258
2016,10,18,52611
2016,10,1,4735938
2016,10,5,15504657
2016,10,7,673175
2016,10,8,2675127
2016,10,2,10692552
2016,10,9,455872
2016,10,10,3379031
2016,10,6,13634795
2016,10,15,560694
2016,11,16,176249
2016,11,17,1137313
2016,11,18,49795
2016,11,1,4765462
2016,11,5,15763466
2016,11,7,687484
2016,11,8,2665343
2016,11,2,10849928
2016,11,9,453318
2016,11,10,3583677
2016,11,6,14135662
2016,11,15,560137
2016,12,16,189188
2016,12,17,1224028
2016,12,18,56580
2016,12,1,4707679
2016,12,5,15950812
2016,12,7,671881
2016,12,8,2612991
2016,12,2,10874881
2016,12,9,438402
2016,12,10,3606522
2016,12,6,14388334
2016,12,15,549797
2017,1,16,188428.8263
2017,1,17,1208547.62
2017,1,18,52950.96003
2017,1,1,4585176.999
2017,1,5,15953621.53
2017,1,7,623400.0777
2017,1,8,2581008.955
2017,1,2,10651922.41
2017,1,9,426627.0075
2017,1,10,3507131.725
2017,1,6,13631371.08
2017,1,15,465923.0505
2017,2,16,188428.8263
2017,2,17,1208547.62
2017,2,18,52950.96003
2017,2,1,4585176.999
2017,2,5,15953621.53
2017,2,7,623400.0777
2017,2,8,2581008.955
2017,2,2,10651922.41
2017,2,9,426627.0075
2017,2,10,3507131.725
2017,2,6,13631371.08
2017,2,15,465923.0505
